catscore,accuracy
0.9903884403079037,1
0.7757755778019407,1
0.7366475204069176,1
0.8081704562194296,1
0.5430962032582317,1
0.987426120693493,1
0.9118513240543069,1
0.5821335204961008,1
0.7294396206905696,1
0.960406360944898,1
0.19180910354312675,0
0.8086879994056635,1
0.758917353819666,1
0.9907811936827653,1
0.8656467252187873,1
0.9555789649865358,1
0.8771626296033445,1
0.9118226002282293,1
0.8763519910308437,1
0.5872584771221043,1
0.48650871239216575,0
0.9627443198628411,1
0.9966207053192379,1
0.9774013819725089,1
0.8078626317461437,1
0.9378126808843603,1
0.8479430507151678,1
0.474671059503369,0
0.5430962032582317,1
0.9499892975815161,1
0.9468351334648873,1
0.5430962032582317,1
0.9671001704482702,1
0.8825055554774338,1
0.9555789649865358,1
0.474671059503369,0
0.9602205591109633,1
0.7942571008944207,1
0.10845457422948883,0
0.7502583532340981,1
0.029914461828009543,0
0.8634064040580965,1
0.8641606538662517,1
0.8294786478620781,1
0.5011116675559035,1
0.967406140959776,1
0.9545592148191188,1
0.997381764715987,1
0.987426120693493,1
0.9448045715043674,1
0.8881921483120104,1
0.006172541724503911,0
0.6352062838246605,1
0.7942571008944207,1
0.5829774979313526,1
0.5829774979313526,1
0.8785083787875981,1
0.9432334168929212,1
0.985309635968023,1
0.7366475204069176,1
0.9337069943428613,1
0.8710897772804121,1
0.9448045715043674,1
0.9653928617151925,1
0.9903884403079037,1
0.7080766117715429,1
0.0026754035957165154,0
0.13344810332080348,0
0.9555789649865358,1
0.8377899206054608,1
0.6131620473776638,1
0.9273507240932868,1
0.5311749464387083,1
0.9666895393519386,1
0.7683507260718588,1
0.8479430507151678,1
0.5829774979313526,1
0.5183387115592795,1
0.8377899206054608,1
0.985309635968023,1
0.9731071873912146,1
0.9366462986729831,1
0.474671059503369,0
0.8086879994056635,1
0.2492852900451334,0
0.9960046316951175,1
0.9298926304116985,1
0.9542770408974686,1
0.7349321841102151,1
0.5829774979313526,1
0.8931390032806765,1
0.5543114400679416,1
0.5693408148931899,1
0.8377899206054608,1
8.719504619959739e-66,0
0.5872584771221043,1
0.9366462986729831,1
0.9091923563604822,1
0.5430962032582317,1
0.18939743385521016,0
0.9943405467221834,1
0.636506575405408,1
0.960406360944898,1
0.009793492731760438,0
0.9845083208074991,1
0.9194198035116542,1
0.952484748055665,1
0.7423039664662902,1
0.8825055554774338,1
0.5430962032582317,1
0.8613210198615624,1
0.8931390032806765,1
0.6873346497273743,1
0.6369351619181111,1
0.8086879994056635,1
0.9652341706067469,1
0.474671059503369,0
0.10340284125739165,0
0.917339689013761,1
0.9713138105374168,1
0.9497410312369213,1
0.9091923563604822,1
0.8684294311674465,1
0.5879332036453339,1
0.987426120693493,1
0.04242408871241966,0
0.9770988730890562,1
0.7033784296845849,1
4.509864172056581e-16,0
0.700954927279857,1
0.5386448795493823,1
0.9903884403079037,1
0.18461548685692647,0
0.5011116675559035,1
0.474671059503369,0
0.9448045715043674,1
0.9903884403079037,1
0.9602205591109633,1
3.013779101547018e-12,0
0.7338926519265073,1
0.8825055554774338,1
0.9806650624495808,1
0.9922394916188155,1
0.6506548942540135,1
0.984953407866167,1
0.8729683676597617,1
3.7915881553376e-05,0
0.9448045715043674,1
0.880971415295942,1
0.9947137345806605,1
0.5829774979313526,1
0.9728807551325287,1
0.9638870078630604,1
0.6131620473776638,1
0.9928054786828487,1
0.9555789649865358,1
0.9914955959545279,1
0.982092962853724,1
0.987426120693493,1
0.8154691426204349,1
0.9778172025386402,1
0.8221135193407931,1
0.8463623039187472,1
0.8086879994056635,1
0.8086879994056635,1
0.9555789649865358,1
0.8757462132759773,1
0.9296765360060617,1
0.462021257418016,0
0.44111888712500663,0
0.9643888285110536,1
0.9161183671668134,1
0.9118226002282293,1
0.38683006344297793,0
0.8114822642670304,1
0.9751481227777529,1
0.987426120693493,1
0.9448045715043674,1
0.9448045715043674,1
0.7994506009810286,1
0.9810130206571154,1
0.7392856801377532,1
0.36459083326651776,0
0.4871840262756185,0
0.9871367629670709,1
0.8881921483120104,1
0.9614106639900963,1
0.880971415295942,1
0.7350899879986432,1
0.8147485164494063,1
0.9229809075115653,1
0.8086879994056635,1
2.0935252787833274e-23,0
0.8872117773667089,1
0.9798513036992105,1
0.8574686287186639,1
0.007382716033958237,0
0.11733763644525022,0
0.9523038525198364,1
0.7033784296845849,1
0.9296765360060617,1
0.9684629035293857,1
0.987426120693493,1
0.9468351334648873,1
0.9775790676063038,1
0.9366462986729831,1
0.7169647772674278,1
0.9627443198628411,1
0.9654186947769201,1
0.9118226002282293,1
0.4871840262756185,0
0.9256578892918363,1
0.7829627421650049,1
0.6518135107351938,1
0.9850558940803045,1
0.8479430507151678,1
0.9448045715043674,1
0.9448045715043674,1
0.5829774979313526,1
0.8086879994056635,1
0.9775790676063038,1
0.6019591954823694,1
0.9798833404714002,1
0.8086879994056635,1
0.77939219125473,1
0.7757755778019407,1
0.9163543180597614,1
0.9832820643804945,1
0.8931390032806765,1
0.17125192023493913,0
8.79963803197662e-20,0
0.5386448795493823,1
0.9261134448831934,1
0.8873023819813499,1
0.9438115433128135,1
0.9903884403079037,1
0.4871840262756185,0
0.7053098607658828,1
0.939631875433591,1
0.9468351334648873,1
0.474671059503369,0
0.9819527156633037,1
0.9242226504496694,1
0.9830308267394027,1
0.987426120693493,1
0.5829774979313526,1
0.474671059503369,0
0.474671059503369,0
0.9242226504496694,1
0.9883735437850976,1
0.9599678201604699,1
0.03968668075228988,0
0.9229809075115653,1
0.49886302382428427,0
0.4871840262756185,0
0.02890294464870292,0
0.402863247593753,0
0.8044276988761119,1
0.8479430507151678,1
0.9720312564346112,1
0.9001744009324657,1
0.8196758715406699,1
0.9903884403079037,1
0.9556772314479225,1
0.19486010842654095,0
0.5879332036453339,1
0.9366462986729831,1
0.8574686287186639,1
0.8479430507151678,1
0.9597257661880142,1
0.8086879994056635,1
0.6131620473776638,1
0.9978004168122045,1
0.9769875889514104,1
0.77939219125473,1
0.6827159811660976,1
0.933430076898188,1
0.9448045715043674,1
0.932721130466501,1
0.028253515681829114,0
0.07700989832111478,0
0.44111888712500663,0
0.9533721323617165,1
0.9383645493888423,1
1.4149629852308343e-07,0
0.8257184987332842,1
0.9542770408974686,1
0.8757462132759773,1
0.9844486465164756,1
0.6131620473776638,1
0.935550392383083,1
0.6957169378494166,1
1.4358571386664632e-17,0
0.9448045715043674,1
0.9883735437850976,1
0.9903884403079037,1
0.7652009206886258,1
0.8287399979601775,1
0.9720312564346112,1
0.9118226002282293,1
0.9366462986729831,1
0.8377899206054608,1
0.017109491515171923,0
1.7607552030105085e-05,0
0.011682412285358908,0
0.9918845870986722,1
0.8613210198615624,1
0.77939219125473,1
0.9900254025604303,1
0.9821616167036892,1
0.8221135193407931,1
0.8773903907013498,1
0.9194198035116542,1
0.055827058020551795,0
0.9903884403079037,1
0.9438115433128135,1
0.9555789649865358,1
0.027118084858104834,0
0.9615079397879617,1
0.9366462986729831,1
0.9654186947769201,1
0.9597257661880142,1
0.00097608855325487,0
0.5816611967330559,1
0.7757755778019407,1
0.9583496290689855,1
0.9898020477446813,1
0.8717933571298557,1
0.8881921483120104,1
0.7033784296845849,1
0.9571938969577741,1
0.6842489381652436,1
0.5829774979313526,1
0.9118226002282293,1
0.9547283500898744,1
0.9905842790549613,1
0.9552497678453643,1
0.8278971008302695,1
0.9875307946667693,1
0.9603592783497282,1
0.8067606346883809,1
0.9615079397879617,1
0.8574686287186639,1
0.7559402768084386,1
0.11092730572204912,0
0.9497410312369213,1
0.9555789649865358,1
0.9448045715043674,1
0.5829774979313526,1
0.9785896971253376,1
0.474671059503369,0
4.060193449830936e-06,0
0.8376645028174269,1
0.6938818547491085,1
0.9381731873959293,1
0.6966101915931647,1
0.9448045715043674,1
0.91341343241896,1
0.9585908038802228,1
0.8377899206054608,1
0.9376161641382277,1
0.9620130911472494,1
0.9350566981862126,1
0.9497410312369213,1
0.9903884403079037,1
0.8377899206054608,1
0.9469079242994201,1
0.987426120693493,1
0.8729683676597617,1
0.9163543180597614,1
0.24802047999241175,0
0.8478145590835806,1
0.6019591954823694,1
0.9448045715043674,1
0.9118226002282293,1
0.939631875433591,1
0.5821335204961008,1
0.9227757695417268,1
0.973337046303449,1
0.9810130206571154,1
0.747405070989451,1
0.8825055554774338,1
0.8966032930252786,1
0.9091923563604822,1
0.8463836307093133,1
0.9774949974158196,1
0.987426120693493,1
1.4966560750912822e-06,0
0.9499892975815161,1
0.9448045715043674,1
0.8377899206054608,1
0.6443068621776619,1
0.9038184708436297,1
0.9903884403079037,1
0.17109216717067904,0
0.036292385432219874,0
0.9614106639900963,1
0.8044276988761119,1
0.00043366220865702224,0
0.9087347719507516,1
0.8907989055256139,1
0.9229809075115653,1
0.12431224275234926,0
0.5829774979313526,1
0.987426120693493,1
0.987426120693493,1
0.9860248222465157,1
0.9934989798228462,1
0.9903884403079037,1
0.9194198035116542,1
0.03968668075228988,0
0.5011116675559035,1
0.9692604485171149,1
0.6842489381652436,1
0.9903884403079037,1
