Reactant,product,5p dft,5p catscore,accuracy,10p dft,10p catscore,accuracy,20p dft,20p catscore,accuracy,50p dft,50p catscore,accuracy,100p dft,100p catscore,accuracy,1layer,1layer catscore,accuracy,2layer,2layer catscore,accuracy,3layer,3layer catscore,accuracy,4layer,4layer catscore,accuracy,5layer,5layer catscore,accuracy,base dft,base catscore,accuracy,large dft,large catscore,accuracy,target dft,f_theta,accuracy
C=C(OP(=O)(c1ccccc1)c1ccccc1)c1ccc(C)cc1,Cc1ccc([C@H](C)OP(=O)(c2ccccc2)c2ccccc2)cc1,not_found,0.008220097488,0,not_found,0.001851098606,0,not_found,0.8478419867,1,not_found,0.002872855086,0,not_found,0.002675364048,0,not_found,0.002675374254,0,not_found,0.002675364048,0,not_found,0.9121887133,1,not_found,0.002675364048,0,not_found,0.002675364048,0,not_found,0.002675364048,0,not_found,0.002675364048,0,not_found,0.9121884143,1
CC/C(=C\C(C)=O)c1ccccc1,CC[C@H](CC(C)=O)c1ccccc1,not_found,0.02795941364,0,not_found,0.02795941364,0,not_found,0.3004063936,0,not_found,0.3930513077,0,not_found,0.1334482624,0,not_found,0.1128629778,0,not_found,0.1800064978,0,not_found,0.1800064978,0,not_found,0.1128627894,0,not_found,0.2657606804,0,not_found,0.1800064978,0,not_found,0.1128627894,0,not_found,0.2657610606,0
C/C(=C\c1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,0.9423860057,0.1102020997,0,0.9520269211,0.8483990183,1,0.9504024458,0.02958891553,0,0.9567971668,0.8446399401,1,0.957802827,0.9555786446,1,0.957802827,0.9555786446,1,0.957802827,0.9483469837,1,0.957802827,0.9555786446,1,0.957802827,0.8687205401,1,0.957802827,0.8573561322,1,0.9581766944,0.8687205401,1,0.9329560738,0.03295747001,0,0.9581766944,0.8687207213,1
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,0.9791355977,0.8377905823,1,0.711125003,0.02497875312,0,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377903326,1,0.9871196405,0.8978514373,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.8915464529,0.8978514373,1,0.9871196405,0.8377905823,1,0.9199549879,0.1650197719,0
C=C(CC(=O)OC)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,0.9999995276,0.1826134268,0,0.9973150517,0.6171878073,1,0.9999946731,0.6171878073,1,0.9973150517,0.6131617733,1,0.9999930021,0.6131617733,1,0.9999930021,0.6131617733,1,0.9999930021,0.6131617733,1,0.9999930021,0.6131617733,1,0.9999930021,0.6131617733,1,0.9999930021,0.6131617733,1,0.9973150517,0.6171878073,1,1,0.9612119273,1,0.9999930021,0.6131626687,1
COC(=O)/C=C(/C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,0.1779148417,0.1303892013,0,0.2383634871,0.1303892013,0,0.7237903893,0.05618582456,0,0.9102592636,0.1303892013,0,0.8264878948,0.9273508277,1,0.8421598915,0.6203688413,1,0.5742552346,0.5894265856,1,0.74201594,0.6203688413,1,0.8264878948,0.6706660946,1,0.8989916835,0.469458993,0,0.8264878948,0.9273508277,1,0.8392735376,0.5894265856,1,0.8772610213,0.9543484058,1
CC(=O)N/C(=C/S(C)(=O)=O)c1ccccc1,CC(=O)N[C@@H](CS(C)(=O)=O)c1ccccc1,0.7090967033,0.7992426554,1,0.637810193,0.5311759912,1,0.2391773871,0.7043706252,1,0.6303256572,0.7043706252,1,0.637810193,0.5311759912,1,0.637810193,0.5311769411,1,0.8376087475,0.5311759912,1,0.8376087475,0.5311759912,1,0.7314217797,0.5311759912,1,0.637810193,0.5311759912,1,0.637810193,0.5311759912,1,0.637810193,0.5311759912,1,0.6303256572,0.7318651729,1
CC(=O)N/C(=C\[N+](=O)[O-])c1cccc(C)c1,CC(=O)N[C@H](C[N+](=O)[O-])c1cccc(C)c1,not_found,0.6342579814,1,not_found,0.08873488164,0,not_found,0.3994299788,0,not_found,0.6342579814,1,not_found,0.9666900939,1,not_found,0.8569508198,1,not_found,0.9250345007,1,not_found,0.9795563383,1,not_found,0.9774121979,1,not_found,0.9666900939,1,not_found,0.9666900939,1,not_found,0.9764767389,1,not_found,0.9764767389,1
O=C1C=C(c2ccccc2F)C(=O)O1,O=C1C[C@H](c2ccccc2F)C(=O)O1,not_found,0.6958092724,1,not_found,0.800306489,1,not_found,0.9742614928,1,not_found,0.8916452023,1,not_found,0.7683505658,1,not_found,0.740343442,1,not_found,0.6974920368,1,not_found,0.7403426697,1,not_found,0.6229823834,1,not_found,0.7683505658,1,not_found,0.6974920368,1,not_found,0.9742614928,1,not_found,0.9742614928,1
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,0.9711982271,0.8479412565,1,0.9795183482,0.3507932752,0,0.9177857514,0.3507932752,0,0.9177857514,0.8479412565,1,0.9776249141,0.8479412565,1,0.9427440621,0.8479415218,1,0.9519125983,0.9969364373,1,0.9519125983,0.9862202519,1,0.9519125983,0.8479412565,1,0.9177857514,0.9862202519,1,0.9369437296,0.9862202519,1,0.9824622687,0.9957538709,1,0.9369437296,0.9862202519,1
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.908100575,0.8082149431,1,0.910796487,0.9473156366,1,0.9143840185,0.9067288152,1,0.9203104636,0.6833325963,1,0.9150180134,0.5829734672,1,0.9143840185,0.5532518519,1,0.9143840185,0.5532523136,1,0.9143840185,0.5532523136,1,0.9143840185,0.08055339136,0,0.9159882359,0.8797934593,1,0.9180098981,0.1903294563,0,0.9209438085,0.0821729568,0,0.9178294367,0.8761942958,1
COC(=O)/C=C(\C#N)c1ccccc1,COC(=O)C[C@@H](C#N)c1ccccc1,0.8758605975,0.5279115076,1,0.6435307527,0.5279115076,1,0.9995204028,0.4588079325,0,0.7200604095,0.4472121494,0,0.322449231,0.5183395766,1,0.9265496562,0.4440863886,0,0.4055994863,0.4682288148,0,0.4055994863,0.4682288148,0,0.4055994863,0.4440858857,0,0.4055994863,0.4682288148,0,0.7200604095,0.4440858857,0,0.9743340713,0.967266148,1,0.3347102483,0.3844768266,0
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,0.9791355977,0.8377905823,1,0.711125003,0.02497875312,0,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377903326,1,0.9871196405,0.8978514373,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.8915464529,0.8978514373,1,0.9871196405,0.8377905823,1,0.8915464529,0.8978520193,1
CC(=O)N/C(=C\c1ccccc1)C(=O)O,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.9504385269,0.05713974557,0,0.9545835545,0.0122822339,0,0.9588497386,0.05713974557,0,0.9358488189,0.9845276748,1,0.9530266209,0.9853099828,1,0.9532006328,0.9052094792,1,0.953049819,0.9773478647,1,0.9469981832,0.9383676396,1,0.9537742556,0.9748050646,1,0.9537742556,0.9891471714,1,0.9539485529,0.04014037624,0,0.9531959953,0.9052096748,1,0.952993765,0.984955392,1
CCOC(=O)C1=C(NC(C)=O)CCC1,CCOC(=O)[C@H]1CCC[C@H]1NC(C)=O,0.9943654221,0.7817570065,1,0.5196571242,0.9760512182,1,0.9923077212,0.4064312958,0,0.9953346966,0.9731071874,1,0.9953346966,0.9731071874,1,0.9953346966,0.9731071874,1,0.9953346966,0.9731071874,1,0.9953346966,0.9731071874,1,0.9953346966,0.9717183244,1,0.9953346966,0.9712251722,1,0.9953346966,0.9731071874,1,0.9953346966,0.9731071874,1,0.9901501467,0.9712308978,1
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,0.9944987635,0.5683436842,1,0.9812508695,0.9252171372,1,0.858679806,0.8318253057,1,0.8972483269,0.08416783433,0,0.8619442536,0.9366456706,1,0.9934792436,0.8318253057,1,0.9934792436,0.9842466252,1,0.9934792436,0.9842466252,1,0.9934792436,0.8318253057,1,0.9934792436,0.8318253057,1,0.9934792436,0.8318253057,1,0.9812508695,0.9252171372,1,0.9750291589,0.4950239765,0
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,0.978594116,0.1520167593,0,0.9686395202,0.6491947812,1,0.9300672035,0.6491947812,1,0.9584269029,0.1520167593,0,0.9385378627,0.4746700693,0,0.9491555277,0.9733742041,1,0.9541778788,0.5980045017,1,0.9357792585,0.64995109,1,0.9686395202,0.6491947812,1,0.9686395202,0.6491947812,1,0.9491555277,0.9733743165,1,0.9385378627,0.4746700693,0,0.975446185,0.9481928396,1
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,0.9304632128,0.9445721117,1,0.9697383142,0.9407248389,1,0.9354339477,0.0944788263,0,0.9354339477,0.80301755,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086887827,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.6223282958,0.5470487145,1
C=C(NC(C)=O)c1ccc(Cl)cc1,CC(=O)N[C@H](C)c1ccc(Cl)cc1,0.9555226984,0.1127526257,0,0.969158858,0.9655219045,1,0.9877204954,0.1127526257,0,0.937721333,0.1127526257,0,0.9698993035,0.2492869839,0,0.9786453771,0.9749944876,1,0.9698993035,0.964690466,1,0.9786453771,0.1127526257,0,0.9660999074,0.9923708165,1,0.9786453771,0.2492869839,0,0.9801545992,0.964690466,1,0.989300066,0.9848038785,1,0.9790909776,0.9498608163,1
COC(=O)/C(=C/c1cccc(Br)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(Br)c1)NC(C)=O,0.9860688412,0.9865677472,1,0.9922432612,0.9906900988,1,0.9860180466,0.9964187056,1,0.9860180466,0.9865677472,1,0.9913375015,0.99600475,1,0.9913375015,0.9865829427,1,0.9913375015,0.99600475,1,0.9870626816,0.99600475,1,0.9870626816,0.9865829427,1,0.9870626816,0.9865829427,1,0.9913375015,0.99600475,1,0.9913375015,0.99600475,1,0.9892271155,0.9910400386,1
OCC1=Cc2ccccc2OC1,OC[C@@H]1COc2ccccc2C1,0.8430366946,0.7607588394,1,0.8129420758,0.8996988788,1,0.7068983676,0.7607588394,1,0.7591854972,0.73444245,1,0.9513024158,0.92989315,1,0.9513024158,0.9298929422,1,0.7283958573,0.92989315,1,0.9513024158,0.92989315,1,0.9513024158,0.7558831235,1,0.9513024158,0.92989315,1,0.9513024158,0.92989315,1,0.7068983676,0.7164775781,1,0.8912607806,0.9414415803,1
COC(=O)/C(NC(C)=O)=C(/c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,0.9624293471,0.9314370037,1,0.9722881205,0.9681723492,1,0.9511008688,0.8965223124,1,0.9552601954,0.9693885944,1,0.9827114191,0.9542783527,1,0.9779190387,0.9693884825,1,0.9779190387,0.9693885944,1,0.9779190387,0.9693885944,1,0.9779190387,0.9693885944,1,0.9779190387,0.9693885944,1,0.9552601954,0.959012453,1,0.9779190387,0.9693885944,1,0.9373492247,0.9591717077,1
COC(=O)/C(=C/c1cccc(F)c1)NC(C)=O,COC(=O)[C@H](Cc1cccc(F)c1)NC(C)=O,not_found,0.01033981293,0,not_found,0.002149887623,0,not_found,0.002201662172,0,not_found,0.01033981293,0,not_found,0.7349278693,1,not_found,0.9979058341,1,not_found,0.9851012663,1,not_found,0.7349278693,1,not_found,0.9979058341,1,not_found,0.9979058341,1,not_found,0.9851012663,1,not_found,0.9978890956,1,not_found,0.9978890956,1
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.908100575,0.8082149431,1,0.910796487,0.9473156366,1,0.9143840185,0.9067288152,1,0.9203104636,0.6833325963,1,0.9150180134,0.5829734672,1,0.9143840185,0.5532518519,1,0.9143840185,0.5532523136,1,0.9143840185,0.5532523136,1,0.9143840185,0.08055339136,0,0.9159882359,0.8797934593,1,0.9180098981,0.1903294563,0,0.9209438085,0.0821729568,0,0.9124741625,0.8911911571,1
CC(=O)NC1=CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,0.9119398028,0.457061489,0,0.8013739226,0.2976978124,0,0.9284937134,0.457061489,0,0.7411941375,0.457061489,0,0.9288366156,0.8931390033,1,0.9427708058,0.8931388103,1,0.9698744227,0.9514781324,1,0.9698744227,0.9621356857,1,0.9773116401,0.9723095016,1,0.9427708058,0.8931390033,1,0.9262094487,0.8372734902,1,0.9262094487,0.8372734902,1,0.9427708058,0.969679819,1
O=C1C=C(c2ccccc2)C(=O)O1,O=C1C[C@H](c2ccccc2)C(=O)O1,5.34E-01,5.55E-01,1.00E+00,0.1989592655,0.5503917761,1,8.84E-01,9.35E-01,1.00E+00,0.883865084,0.6756380125,1,0.7958418306,0.5543114401,1,0.7958418306,0.5188342633,1,7.85E-01,5.54E-01,1.00E+00,0.7854080015,0.5543114401,1,7.85E-01,5.40E-01,1.00E+00,7.96E-01,5.40E-01,1.00E+00,0.7958418306,0.5543114401,1,0.883865084,0.9351632532,1,0.883865084,0.9351631487,1
C=C(OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,C[C@H](OC(=O)N(c1ccccc1)c1ccccc1)c1ccccc1,0.9406518674,0.4904821451,0,0.5631728982,0.6325692661,1,0.9503614149,0.9657055842,1,0.5551211991,0.6419028139,1,0.7591266626,0.5693374892,1,0.7591266626,0.5693379643,1,0.5595465652,0.5693374892,1,0.7591266626,0.5693374892,1,0.5595465652,0.6419028139,1,0.7591266626,0.5693374892,1,0.5551211991,0.6419028139,1,0.5595465652,0.7729699754,1,0.7375220104,0.3300537479,0
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,0.9791355977,0.8377905823,1,0.711125003,0.02497875312,0,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377903326,1,0.9871196405,0.8978514373,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.9871196405,0.8377905823,1,0.8915464529,0.8978514373,1,0.9871196405,0.8377905823,1,0.9653269829,0.8963174922,1
CCCC/C(=C/P(=O)(OC)OC)OC(=O)c1ccccc1,COP(=O)(C[C@H](OC(=O)c1ccccc1)C(C)C)OC,not_found,5.92E-68,0.00E+00,not_found,5.48E-72,0.00E+00,not_found,6.54E-71,0.00E+00,not_found,1.02E-75,0.00E+00,not_found,8.72E-66,0.00E+00,not_found,1.34E-66,0.00E+00,not_found,6.71E-74,0.00E+00,not_found,8.72E-66,0.00E+00,not_found,6.71E-74,0.00E+00,not_found,8.72E-66,0.00E+00,not_found,8.72E-66,0.00E+00,not_found,1.96E-75,0.00E+00,not_found,0,0
CC/C=C(/NC(C)=O)c1ccccc1,CCC[C@H](NC(C)=O)c1ccccc1,0.954671611,0.5872630276,1,0.2128181564,0.08116880586,0,0.8979924532,0.5872630276,1,0.6333262754,0.5872630276,1,0.6333262754,0.5872630276,1,0.6333262754,0.5872634826,1,0.6333262754,0.5872630276,1,0.6333262754,0.92914302,1,0.6333262754,0.5872630276,1,0.6333262754,0.5872630276,1,0.6333262754,0.5872630276,1,0.6333262754,0.5872630276,1,0.6333262754,0.5872630276,1
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,0.9944987635,0.5683436842,1,0.9812508695,0.9252171372,1,0.858679806,0.8318253057,1,0.8972483269,0.08416783433,0,0.8619442536,0.9366456706,1,0.9934792436,0.8318250578,1,0.9934792436,0.9842466252,1,0.9934792436,0.9842466252,1,0.9934792436,0.8318253057,1,0.9934792436,0.8318253057,1,0.9934792436,0.8318253057,1,0.9812508695,0.9252171372,1,0.89077324,0.7977639897,1
C/C(=C\[N+](=O)[O-])c1ccccc1,C[C@@H](C[N+](=O)[O-])c1ccccc1,not_found,0.5870447157,1,not_found,0.88533425,1,not_found,0.8084932644,1,not_found,0.5870447157,1,not_found,0.9091918754,1,not_found,0.3215372095,0,not_found,0.9091918754,1,not_found,0.9654185725,1,not_found,0.3215372095,0,not_found,0.300561962,0,not_found,0.9091918754,1,not_found,0.9654185725,1,not_found,0.9654185725,1
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,0.9483607171,0.1037622171,0,0.9214344392,0.1037622171,0,0.9214344392,0.1390862688,0,0.878849505,0.1037622171,0,0.8822004973,0.5430965917,1,0.8766554737,0.6647255601,1,0.942001652,0.4904498707,0,0.9686298726,0.5677881874,1,0.942001652,0.5888440947,1,0.942001652,0.6854244768,1,0.9198779728,0.9737191419,1,0.9619868515,0.578171488,1,0.8611545218,0.7512053585,1
CC1=Cc2ccccc2CC1,C[C@H]1CCc2ccccc2C1,0.9181600803,0.4917805504,0,0.992527604,0.2794400689,0,0.7474936927,0.411540084,0,0.9972369724,0.4340758131,0,0.9902794636,0.1893999174,0,0.9899101375,0.9664135252,1,0.9899101375,0.1918518438,0,0.9899101375,0.1893999174,0,0.9899101375,0.9664134136,1,0.9899101375,0.6464685561,1,0.8541899665,0.8011266915,1,0.5341913315,0.5844213667,1,0.9407216992,0.3850203568,0
C=C(NC(C)=O)c1ccc(F)cc1,CC(=O)N[C@H](C)c1ccc(F)cc1,0.8474555592,0.1802937979,0,0.6430275079,0.9843457954,1,0.8454113103,0.1802937979,0,0.8534374516,0.1802937979,0,0.706285853,0.9943406643,1,0.9258175695,0.9157204248,1,0.8289844103,0.6759666044,1,0.9300118156,0.6759666044,1,0.9258175695,0.9943406643,1,0.9258175695,0.9292216786,1,0.9300118156,0.9292216786,1,0.8073581025,0.9779227832,1,0.1996826635,0.9622026845,1
CCc1cccc(C)c1/N=C(\C)COC,CCc1cccc(C)c1N[C@@H](C)COC,0.9433828647,0.8697981885,1,0.9761312199,0.8241005257,1,0.7623770067,0.4125408842,0,0.8915214985,0.6201140491,1,0.7538780107,0.6365092691,1,0.8982973696,0.8219498329,1,0.8806310893,0.8946748079,1,0.8982973696,0.8946748079,1,0.8982973696,0.8214339986,1,0.8806310893,0.8219498329,1,0.6275554771,0.6503178492,1,0.7308533706,0.639907009,1,0.1922052751,0.50409128,1
CC(=O)NC1=CCCC(c2ccccc2)=C1,CC(=O)N[C@H]1C=C(c2ccccc2)CCC1,0.87524605,0.7177341317,1,0.9803066606,0.9703534868,1,0.7366402262,0.7177341317,1,0.5719787103,0.8015681385,1,0.9435571092,0.9604064683,1,0.9435571092,0.9604063609,1,0.9435571092,0.9604064683,1,0.9435571092,0.9604064683,1,0.9435571092,0.9604064683,1,0.9435571092,0.9604064683,1,0.9435571092,0.9604064683,1,0.9435571092,0.9604064683,1,0.9435571092,0.9604065792,1
CCOC(=O)/C=C(\C)c1ccc(OC)cc1,CCOC(=O)C[C@H](C)c1ccc(OC)cc1,0.6920474873,0.524222235,1,0.993674281,0.5963776167,1,0.8520158473,0.7706950625,1,0.996284631,0.07959377314,0,0.9851954887,0.009793497402,0,0.9899395925,0.9388680764,1,0.9899395925,0.9084726047,1,0.9899395925,0.7321331735,1,0.9899395925,0.9388681813,1,0.9899395925,0.02858606847,0,0.9481707545,0.02858606847,0,0.9481707545,0.02858606847,0,0.9587833422,0.4920362504,0
COC(=O)/C(C)=C(\c1cccc(OCc2ccccc2)c1)C1CC1,COC(=O)[C@H](C)[C@@H](c1cccc(OCc2ccccc2)c1)C1CC1,0.9860801468,0.9880269187,1,0.4526132938,0.9375078977,1,0.9962283719,0.9842745083,1,0.8966144447,0.9871752888,1,0.986728075,0.9845082071,1,0.986728075,0.9845082071,1,0.986728075,0.9845082071,1,0.986728075,0.9845082071,1,0.986728075,0.9845082071,1,0.986728075,0.9845082071,1,0.986728075,0.9845082071,1,0.986728075,0.9845082071,1,0.9844625122,0.9882801695,1
C/C=C(\C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,0.944415173,0.1917706478,0,0.9144613637,0.05263977602,0,0.9246178858,0.9219235266,1,0.9457574437,0.3166334175,0,0.9457574437,0.9194192007,1,0.9457574437,0.9226770605,1,0.8863756778,0.9219235266,1,0.8863756778,0.9219235266,1,0.8863756778,0.8121631254,1,0.8863756778,0.9226771636,1,0.8965101079,0.9226771636,1,0.9457574437,0.9194192007,1,0.9272990002,0.7498148507,1
CCOC(=O)/C(OC(C)=O)=C(\NC(C)=O)c1ccccc1,CCOC(=O)[C@H](OC(C)=O)[C@@H](NC(C)=O)c1ccccc1,0.3015937283,0.2108594468,0,0.9327978683,0.8924447265,1,0.470910779,0.9524847552,1,0.8664180022,0.9524847552,1,0.8664180022,0.9524847552,1,0.8664180022,0.9524848616,1,0.8664180022,0.9524847552,1,0.8664180022,0.9524847552,1,0.8664180022,0.9524847552,1,0.8664180022,0.9524847552,1,0.8664180022,0.9524847552,1,0.8664180022,0.9524847552,1,0.8664180022,0.9524847552,1
C=C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,0.6189706628,0.4846220468,0,0.226981463,0.570029576,1,0.6642369609,0.4555793995,0,0.6763206373,0.4804639498,0,0.5894037595,0.7423013782,1,0.942952573,0.8397678766,1,0.942952573,0.8397681268,1,0.942952573,0.8397681268,1,0.942952573,0.7423013782,1,0.942952573,0.7423013782,1,0.5894037595,0.7423013782,1,0.942952573,0.8397681268,1,0.8772304928,0.6828413272,1
C/C=C(/C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,0.8768189419,0.6139595161,1,0.8611137781,0.665470887,1,0.8749168064,0.1272448406,0,0.8752661765,0.6446318393,1,0.8939754354,0.8825060157,1,0.6846509884,0.914289797,1,0.8801499053,0.1903564128,0,0.8753318533,0.1903564128,0,0.8753318533,0.8298008666,1,0.8819323195,0.8298008666,1,0.8743478838,0.9360529603,1,0.8753827207,0.8024205542,1,0.8770656891,0.5782926336,1
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,0.9483607171,0.1037622171,0,0.9214344392,0.1037622171,0,0.9214344392,0.1390862688,0,0.878849505,0.1037622171,0,0.8822004973,0.5430965917,1,0.8766554737,0.6647255601,1,0.942001652,0.4904498707,0,0.9686298726,0.5677881874,1,0.942001652,0.5888440947,1,0.942001652,0.6854244768,1,0.9198779728,0.9737191419,1,0.9619868515,0.578171488,1,0.8800408489,0.7214766924,1
C/C=C(\Oc1ccccc1)C(=O)O,CC[C@H](Oc1ccccc1)C(=O)O,0.9363237757,0.6861483712,1,0.9592719875,0.91724858,1,0.8844475532,0.9632026476,1,0.9392847525,0.861318992,1,0.9715836374,0.861318992,1,0.9392847525,0.8153818392,1,0.9715836374,0.8153818392,1,0.9715836374,0.8153818392,1,0.9715836374,0.8153818392,1,0.9392847525,0.8153818392,1,0.9392847525,0.8153818392,1,0.9392847525,0.8153818392,1,0.9392847525,0.8153815233,1
CC(=O)NC1=CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,0.9119398028,0.457061489,0,0.8013739226,0.2976978124,0,0.9284937134,0.457061489,0,0.7411941375,0.457061489,0,0.9288366156,0.8931390033,1,0.9427708058,0.8931388103,1,0.9698744227,0.9514781324,1,0.9698744227,0.9621356857,1,0.9773116401,0.9723095016,1,0.9427708058,0.8931390033,1,0.9262094487,0.8372734902,1,0.9262094487,0.8372734902,1,0.5664211656,0.304491258,0
C=C(CC)OC(=O)c1ccccc1,CC[C@H](C)OC(=O)c1ccccc1,not_found,0.681187839,1,not_found,0.6572778527,1,not_found,0.7449703985,1,not_found,0.681187839,1,not_found,0.6873379682,1,not_found,0.6512170695,1,not_found,0.6787913518,1,not_found,0.6787913518,1,not_found,0.6787913518,1,not_found,0.6787913518,1,not_found,0.6703501882,1,not_found,0.6787913518,1,not_found,0.6787913518,1
CC(=O)N/C(=C\[N+](=O)[O-])C(C)C,CC(=O)N[C@H](C[N+](=O)[O-])C(C)C,not_found,0.7025009292,1,not_found,0.4512594496,0,not_found,0.7025009292,1,not_found,0.7025009292,1,not_found,0.6369336813,1,not_found,0.5674398487,1,not_found,0.6453835054,1,not_found,0.5674393752,1,not_found,0.5674393752,1,not_found,0.5223737341,1,not_found,0.4383564503,0,not_found,0.8437481814,1,not_found,0.8437478419,1
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,0.9304632128,0.9445721117,1,0.9697383142,0.9407248389,1,0.9354339477,0.0944788263,0,0.9354339477,0.80301755,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086884694,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9354339477,0.8086881561,1,0.9382495562,0.9394195581,1
COC(=O)c1ccc(O)c(C2=CCCC2(C)C)c1,COC(=O)c1ccc(O)c([C@@H]2CCCC2(C)C)c1,not_found,0.9417672679,1,not_found,0.974642833,1,not_found,0.9681290515,1,not_found,0.8818633154,1,not_found,0.9652341706,1,not_found,0.9478783375,1,not_found,0.9556402348,1,not_found,0.9628475234,1,not_found,0.9628475234,1,not_found,0.9628475234,1,not_found,0.9646219392,1,not_found,0.9628475234,1,not_found,0.962847301,1
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,0.978594116,0.1520167593,0,0.9686395202,0.6491947812,1,0.9300672035,0.6491947812,1,0.9584269029,0.1520167593,0,0.9385378627,0.4746700693,0,0.9491555277,0.9733743165,1,0.9541778788,0.5980045017,1,0.9357792585,0.64995109,1,0.9686395202,0.6491947812,1,0.9686395202,0.6491947812,1,0.9491555277,0.9733743165,1,0.9385378627,0.4746700693,0,0.9488680991,0.9710355319,1
CC(=O)OC/C=C(\C)c1ccccc1,CC(=O)OCC[C@@H](C)c1ccccc1,not_found,0.6717699472,1,not_found,0.144414791,0,not_found,0.3883961117,0,not_found,0.6717699472,1,not_found,0.103403359,0,not_found,0.7905677047,1,not_found,0.06170833574,0,not_found,0.7905674102,1,not_found,0.7905674102,1,not_found,0.06170833574,0,not_found,0.7905674102,1,not_found,0.6281683129,1,not_found,0.912983068,1
C/C(=C\c1ccccc1)CO,CC(CO)[C@@H](C)c1ccccc1,not_found,8.40E-05,0.00E+00,not_found,6.20E-05,0.00E+00,not_found,1.63E-06,0.00E+00,not_found,0.0001045700654,0,not_found,0.9173392789,1,not_found,0.9160738311,1,not_found,0.9173392789,1,not_found,0.9173392789,1,not_found,0.003652298351,0,not_found,0.9160740291,1,not_found,0.9173392789,1,not_found,0.02609782998,0,not_found,0.08739244354,0
COc1ccc(/C=C(\C)C(C)=O)cc1,COc1ccc(C[C@H](C)C(C)=O)cc1,0.9943192067,0.9003626878,1,0.0001007457743,0.9842386541,1,0.9990141767,0.9800692723,1,0.2868800386,0.7167771336,1,0.9911352238,0.9713143732,1,0.9943016676,0.9632824993,1,0.9911352238,0.9667086943,1,0.8537628908,0.9713143732,1,0.8537628908,0.9713143732,1,0.9911352238,0.9713143732,1,0.9911352238,0.9713143732,1,0.9943016676,0.9793623788,1,0.02686768608,0.9667086943,1
