Reactant,product,ee,nbo_charge,bond_energy,Vbur,L,B1,B5
CC(C)=C(C)c1ccccc1,CC(C)[C@H](C)c1ccccc1,0.85,1.69797,-0.5289,0.6322563362,10.37784527,3.464260621,5.758788896
CC1=C(C)c2ccccc2C1,C[C@H]1Cc2ccccc2[C@H]1C,0.85,1.61661,-0.50793,0.6603032985,9.894063703,4.373240978,8.728803909
CC(C)(C)/C(=C/C1CC(C)(C)C(C)(C)C1)C1CC(C)(C)C(C)(C)C1,CC(C)(C)C(CC1CC(C)(C)C(C)(C)C1)C1CC(C)(C)C(C)(C)C1,0.85,1.77854,-0.52845,0.7406820723,8.814332899,2.338647891,8.131684671
CCOC(=O)/C=C(/C)NC(C)=O,CCOC(=O)C[C@H](C)NC(C)=O,0.85,1.48763,-0.436875,0.7590966269,9.259847509,2.642931494,9.299519769
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,0.85,1.6944,-0.51748,0.6634946888,8.932708452,4.176549992,6.741503462
C/C=C(/C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.85,1.98343,-0.563,0.669528047,9.644327719,4.303977621,7.872405992
C=C(c1ccccc1)C(C)(C)C,C[C@@H](c1ccccc1)C(C)(C)C,0.85,1.74843,-0.52851,0.7228615356,9.309754905,3.565336654,7.472072818
COC(=O)/C=C1\CCCN1C(C)=O,COC(=O)C[C@H]1CCCN1C(C)=O,0.85,1.53201,-0.459945,0.6980583768,10.01862451,2.97765712,7.263388795
C=C(c1ccccc1)N1CCCC1,CC(c1ccccc1)N1CCCC1,0.85,1.53991,-0.54172,0.9361663716,7.55480346,2.782608323,7.24253408
C/C(=C\c1ccccc1)c1ccccc1,CC(Cc1ccccc1)c1ccccc1,0.85,1.60712,-0.51246,0.6526276556,7.324054793,2.130516771,9.197058634
COC(=O)/C(=C\c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.85,1.84507,-0.535185,0.6015071748,12.84736174,2.488746376,9.096635513
Cc1ccc(S(=O)(=O)N2CC=C(c3ccccc3)C2)cc1,Cc1ccc(S(=O)(=O)N2CCC(c3ccccc3)C2)cc1,0.85,1.69298,-0.5145,0.6905807398,8.36477452,2.634392033,7.862790535
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,0.85,1.815905,-0.525305,0.7812150578,10.80826232,3.140274417,10.10025979
C=C(CC(C)(C)C)c1ccccc1,C[C@H](CC(C)(C)C)c1ccccc1,0.85,1.98507,-0.55607,0.7494583955,8.257910753,2.7509865,9.473534657
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.85,1.84507,-0.535185,0.6015071748,12.84736174,2.488746376,9.096635513
COC(=O)/C(NC(C)=O)=C(/c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,COC(=O)[C@@H](NC(C)=O)[C@@H](c1ccccc1)c1cn(C(=O)OC(C)(C)C)c2ncccc12,0.85,1.471005,-0.44886,0.7839289042,8.189827987,5.033866775,9.468647356
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.85,1.79224,-0.523115,0.7246785315,9.862011499,1.726950792,6.248949704
O=C(O)/C(=C/c1ccccc1)CC(=O)N1CCOCC1,O=C(O)[C@@H](CC(=O)N1CCOCC1)Cc1ccccc1,0.85,1.47704,-0.46487,0.6832603429,7.267902927,4.363450227,6.897241857
C/C=C(/C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,0.85,1.71766,-0.52316,0.7739121319,12.16113141,4.168126289,6.774134691
COc1ccc(/C(C)=C/c2ccccc2)cc1,COc1ccc([C@H](C)Cc2ccccc2)cc1,0.85,1.75438,-0.54743,0.8569523388,12.55675568,4.611583256,12.88808578
C=C(CO)C(=O)OC,COC(=O)[C@@H](C)CO,0.85,1.843505,-0.531355,0.7675875885,10.32070551,1.755044132,10.18143585
CCOP(=O)(/C=C(\N)c1cccc(OC)c1)OCC,CCOP(=O)(C[C@H](N)c1cccc(OC)c1)OCC,0.85,0.5592,-0.436145,0.7572039228,9.1751133,4.713664375,10.58317314
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,0.85,1.95182,-0.55952,0.7210503634,8.15809789,3.299207664,9.802713549
C=C(CO)C(=O)OC,COC(=O)[C@@H](C)CO,0.85,1.84611,-0.53959,0.8251549105,7.126172698,1.52,8.46638369
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,0.85,1.68688,-0.483745,0.7631848677,13.24240929,4.668746068,8.039509362
CC1=CC(=O)OC1,CC1COC(=O)C1,0.85,1.73241,-0.51415,0.7355339173,7.241389414,3.331181735,9.827895603
CC(=O)/C(C)=C/c1ccccc1,CC(=O)[C@@H](C)Cc1ccccc1,0.85,1.58192,-0.51882,0.6669481457,10.62850825,4.081169721,6.774522787
C/C=C(/C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,0.85,1.66738,-0.44324,0.6373753727,10.23709583,4.849793259,9.813011795
O=C(NC1=Cc2ccccc2CC1)c1ccccc1,O=C(NC1CCc2ccccc2C1)c1ccccc1,0.85,1.49759,-0.43084,0.8243687104,10.59742534,2.035797017,11.40505643
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,0.85,1.70087,-0.51963,0.7980047987,8.621225696,3.083191239,8.749417618
CCOC(=O)/C=C1\CCCCN1C(=O)OC,CCOC(=O)C[C@H]1CCCCN1C(=O)OC,0.85,1.522535,-0.449525,0.6896372997,9.287136137,5.068636829,9.424313393
C=C(NC(C)=O)c1ccc(C(F)(F)F)cc1,CC(=O)N[C@H](C)c1ccc(C(F)(F)F)cc1,0.85,1.48763,-0.436875,0.7590966269,9.259847509,2.642931494,9.299519769
CC1=CCCN(S(=O)(=O)c2ccc(C)cc2)C1,Cc1ccc(S(=O)(=O)N2CCCC(C)C2)cc1,0.85,1.61033,-0.50949,0.6795564666,11.81584308,3.360911318,6.731903807
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,0.85,1.825035,-0.500355,0.750809495,7.264439647,2.808914669,8.079662484
CC/C(=C\[Si](C)(C)C)C1CCCCC1,CCC(C[Si](C)(C)C)C1CCCCC1,0.85,1.77854,-0.52845,0.7406820723,8.814332899,2.338647891,8.131684671
C=C(CO)C(=O)OC,COC(=O)[C@@H](C)CO,0.85,1.838065,-0.49485,0.855152814,10.04571017,2.68831968,10.44451106
C/C(=C\c1ccccc1)C(=O)O,C[C@@H](Cc1ccccc1)C(=O)O,0.85,1.61516,-0.49441,0.7244979966,9.369927448,3.497801702,8.871119462
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,0.85,1.96836,-0.56956,0.7234963194,11.99339942,3.802606711,8.44963061
C=C(OC(=O)c1ccccc1)P(=O)(OC)OC,COP(=O)(OC)[C@H](C)OC(=O)c1ccccc1,0.85,1.702645,-0.49,0.6249126444,9.430898319,3.9773234,10.1465613
C=C(NC(C)=O)c1cccc2ccccc12,CC(=O)N[C@H](C)c1cccc2ccccc12,0.85,1.522825,-0.470795,0.6363562244,9.283497453,3.534725792,6.938908946
O=C(O)/C=C(\c1ccccc1)c1ccccc1Cl,O=C(O)C[C@H](c1ccccc1)c1ccccc1Cl,0.85,1.568655,-0.51378,0.7875512486,6.897466779,2.813111773,8.276141537
COC(=O)/C(=C\c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.85,1.52534,-0.45633,0.6725505498,7.30823264,3.151412306,10.01600271
CCOP(=O)(/C=C(\N)c1cccc(Cl)c1)OCC,CCOP(=O)(C[C@H](N)c1cccc(Cl)c1)OCC,0.85,0.5592,-0.436145,0.7572039228,9.1751133,4.713664375,10.58317314
COc1ccc2c(c1)CCC=C2C,COc1ccc2c(c1)CCC[C@@H]2C,0.85,1.70087,-0.51963,0.7980047987,8.621225696,3.083191239,8.749417618
CC1=CCCS(=O)(=O)C1,C[C@@H]1CCCS(=O)(=O)C1,0.85,1.70251,-0.50689,0.7400880544,8.797611937,2.310005151,8.154850012
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.85,1.56832,-0.499545,0.8332265654,9.395295151,3.97080363,8.026269698
C=C(NC(C)=O)c1cccc(OC)c1,COc1cccc([C@@H](C)NC(C)=O)c1,0.85,1.5405,-0.493865,0.600418142,6.971185436,3.986657284,6.87204384
C=C(NC(C)=O)c1ccc(Cl)cc1,CC(=O)N[C@H](C)c1ccc(Cl)cc1,0.85,1.7811,-0.50632,0.7635983507,9.201005815,2.946317469,9.166272113
[H]/C=C(\NC(C)=O)C1=CC=C(Cl)CC=C1,CC(=O)N[C@H](C)C1=CC=C(Cl)CC=C1,0.85,1.7811,-0.50632,0.7635983507,9.201005815,2.946317469,9.166272113
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,0.84,1.59461,-0.51057,0.7064503354,10.31279154,3.717932768,7.001384472
O=C1C=C(c2ccccc2)CCCN1,O=C1C[C@H](c2ccccc2)CCCN1,0.84,1.528125,-0.45837,0.7880812057,14.24420014,5.070952163,10.5921224
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.84,1.84981,-0.532775,0.575125792,12.15425204,4.658306327,9.173311039
COC(=O)C(NC(C)=O)=C1CCCCC1,COC(=O)[C@H](NC(C)=O)C1CCCCC1,0.84,1.525035,-0.476565,0.6193626537,8.060963995,2.338313523,8.610532102
COc1ccc(/C(C)=C/c2ccccc2)cc1,COc1ccc([C@H](C)Cc2ccccc2)cc1,0.84,1.87747,-0.52826,0.7405423034,9.221516089,3.681717664,9.101074837
C=C(NC(C)=O)c1ccc(Br)cc1F,CC(=O)N[C@H](C)c1ccc(Br)cc1F,0.84,1.505515,-0.448125,0.6953561778,10.23004294,2.00129216,7.710064369
C=C(C(=O)O)c1ccccc1,CC(C(=O)O)c1ccccc1,0.84,1.52534,-0.45633,0.6725505498,7.30823264,3.151412306,10.01600271
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.84,2.00798,-0.55044,0.5606713567,7.437494673,1.992184059,8.814357465
CC(=O)NC/C(C)=C/c1ccccc1,CC(=O)NC[C@H](C)Cc1ccccc1,0.84,1.4486,-0.572255,0.8157321562,8.608826433,4.568199381,9.707237579
O=C(O)/C(=C/c1ccccc1)CO,O=C(O)[C@H](CO)Cc1ccccc1,0.84,1.61364,-0.50385,0.6699648248,8.872209091,2.493285209,8.65669503
CCOC(=O)/C=C(\C)c1ccc(OC)cc1,CCOC(=O)C[C@@H](C)c1ccc(OC)cc1,0.84,1.59461,-0.51057,0.7064503354,10.31279154,3.717932768,7.001384472
C/C(=C\CO)c1ccccc1,C[C@@H](CCO)c1ccccc1,0.84,1.64121,-0.50605,0.7288890701,9.172060751,3.888253948,8.799102573
O=C(O)/C(=C/C1CCOCC1)c1ccccc1,O=C(O)C(CC1CCOCC1)c1ccccc1,0.84,1.5603,-0.48682,0.8183819419,8.892527807,3.328777396,8.337401785
CC(C)OC(=O)/C=C(\C#N)c1ccccc1,CC(C)OC(=O)C[C@@H](C#N)c1ccccc1,0.84,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
COC(=O)/C=C(\C(=O)OC)c1ccc(Sc2ccccc2)cc1,COC(=O)CC(C(=O)OC)c1ccc(Sc2ccccc2)cc1,0.84,1.78728,-0.53115,0.7317950988,9.101365678,3.791949251,9.440015492
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,0.84,0.43217,-0.46862,0.9318393589,7.236556051,2.537453669,7.299842809
CCOC(=O)/C(C)=C/c1ccccc1,CCOC(=O)[C@H](C)Cc1ccccc1,0.84,1.73241,-0.51415,0.7355339173,7.241389414,3.331181735,9.827895603
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,0.84,1.808415,-0.50917,0.7208115915,8.939666099,3.715685651,9.100421931
CCC1=Cc2ccccc2S1(=O)=O,CCC1Cc2ccccc2S1(=O)=O,0.84,1.76831,-0.52596,0.7614261088,12.38289665,4.094197929,6.772481541
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.84,1.84031,-0.55,0.7315388558,7.253180682,3.384273282,8.070806618
[H]/C=C(\NC(C)=O)C1=CC=CCC=C1,CC(=O)N[C@@H](C)C1=CC=CCC=C1,0.84,2.05324,-0.54486,0.5420704435,8.920203989,3.123084556,9.072996626
CC/C=C(\C)C(=O)OCC,CCCC(C)C(=O)OCC,0.84,1.85107,-0.53858,0.7860545565,8.873614929,4.621224954,7.922914383
CCc1c(C)ncc2ccccc12,CC[C@@H]1c2ccccc2CN[C@@H]1C,0.84,1.50451,-0.483735,0.6981632035,9.007355897,5.039393799,9.516452086
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.84,1.837215,-0.492755,0.7542978941,12.13421346,3.042486615,8.561341559
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.84,1.516545,-0.463715,0.6694989284,9.712664349,3.476595268,8.198269471
C/C=C(\NC(C)=O)C(=O)OC,CC[C@@H](NC(C)=O)C(=O)OC,0.84,1.78155,-0.501915,0.9407030376,8.074440948,2.866420583,9.860455279
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.84,1.44366,-0.53472,0.7743722046,14.73903809,4.519710786,8.717353655
CC(=O)N/C(=C\S(C)(=O)=O)c1ccc(F)cc1,CC(=O)N[C@H](CS(C)(=O)=O)c1ccc(F)cc1,0.84,1.514145,-0.465045,0.6589172568,5.229702973,2.084324177,6.747879825
CCOP(=O)(/C=C(\N)c1cccc(Br)c1)OCC,CCOP(=O)(C[C@H](N)c1cccc(Br)c1)OCC,0.84,0.5592,-0.436145,0.7572039228,9.1751133,4.713664375,10.58317314
C=C(CO)C(=O)OC,COC(=O)[C@@H](C)CO,0.84,1.829075,-0.483425,0.9707475307,13.97737708,1.834044371,8.935180623
COC(=O)/C(=C/c1ccccc1)CNC(C)=O,COC(=O)[C@@H](CNC(C)=O)Cc1ccccc1,0.84,1.85536,-0.49324,0.7224771711,12.63544872,2.03241908,8.229136307
CC(=O)N/C(=C/C#N)c1ccc(F)cc1,CC(=O)NC(CC#N)c1ccc(F)cc1,0.84,1.522825,-0.470795,0.6363562244,9.283497453,3.534725792,6.938908946
CC(=O)N/C(=C\[N+](=O)[O-])c1ccc(C)cc1,CC(=O)N[C@@H](C[N+](=O)[O-])c1ccc(C)cc1,0.84,1.514145,-0.465045,0.6589172568,5.229702973,2.084324177,6.747879825
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.84,1.5466,-0.440355,0.7763347931,10.3264997,2.694954816,9.572707498
c1ccc(Cc2cc3ccccc3o2)cc1,c1ccc(C[C@@H]2Cc3ccccc3O2)cc1,0.84,-0.15685,-0.67435,0.905539508,7.597351794,2.751592049,7.284677534
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.84,1.78155,-0.501915,0.9407030376,8.074440948,2.866420583,9.860455279
Cc1ccc(C2=CCc3ccccc3O2)cc1,Cc1ccc([C@H]2CCc3ccccc3O2)cc1,0.84,1.29765,-0.37686,0.6947155703,7.268212913,4.715064672,8.105960581
O=C1OCC/C1=C\c1ccccc1,O=C1OCCC1Cc1ccccc1,0.84,1.77854,-0.52845,0.7406820723,8.814332899,2.338647891,8.131684671
CC1=C(C)c2ccccc2C1,C[C@H]1Cc2ccccc2[C@H]1C,0.84,1.62395,-0.50313,0.6409336564,9.176178984,4.111050104,10.72048617
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,0.84,1.65572,-0.53988,0.629932678,7.218224164,2.626051209,9.045465921
C=C(CC)c1ccccc1,CC[C@@H](C)c1ccccc1,0.84,2.00546,-0.56248,0.6512299665,9.79044053,2.949179908,11.77055429
C=C(NC(C)=O)c1cccc(OC)c1,COc1cccc([C@@H](C)NC(C)=O)c1,0.84,1.50304,-0.4482,0.7849247577,7.842812712,2.403727027,9.400676011
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,0.84,1.87747,-0.52826,0.7405423034,9.221516089,3.681717664,9.101074837
CCOC(=O)/C=C(\C)NC(C)=O,CCOC(=O)C[C@@H](C)NC(C)=O,0.84,1.48763,-0.436875,0.7590966269,9.259847509,2.642931494,9.299519769
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,0.84,0.2401,-0.471025,0.9210829761,8.548782876,3.00659532,8.04548428
C=C(c1ccccc1)C(C)(C)C,C[C@H](c1ccccc1)C(C)(C)C,0.84,1.71766,-0.52699,0.7046682818,9.103957431,2.816017024,8.807040911
C=C(CO)c1ccccc1,C[C@@H](CO)c1ccccc1,0.84,1.98526,-0.56284,0.6707976146,10.91346979,2.73469522,10.56884616
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.84,1.604205,-0.44466,0.825521804,7.790456895,2.856955536,8.434513791
CC/C=C(\C)C(=O)O,CCC[C@H](C)C(=O)O,0.84,1.4986,-0.567535,0.8098909802,9.287136137,5.068636829,9.424313393
CC(C)CC1=CCC2=C(CC=CC2)C1,CC(C)CC1CCC2=C(CCCC2)C1,0.84,1.60416,-0.5092,0.6879775438,11.50139507,2.329242789,7.955838896
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,0.84,1.510945,-0.455725,0.7006033358,8.812376231,3.943481796,10.38776821
[H]/C=C(/NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.84,1.84353,-0.503165,0.7754088241,6.978570129,1.52,8.274222427
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.84,0.92151,-0.51772,0.8429346813,14.26380006,3.823381603,9.423240501
C=C(NC(C)=O)C(=C)c1ccc2ccccc2c1,C=C(c1ccc2ccccc2c1)[C@@H](C)NC(C)=O,0.84,1.530035,-0.471975,0.6396058517,6.503487815,2.939213083,9.048513328
COC(=O)/C(=C\c1ccc(Cl)c(Cl)c1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)c(Cl)c1)NC(C)=O,0.84,1.84507,-0.535185,0.6015071748,12.84736174,2.488746376,9.096635513
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.84,1.98271,-0.52872,0.8184751211,12.06644587,2.909489133,8.311632779
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,0.84,1.816215,-0.494095,0.898259877,9.775617212,3.79181618,9.76034063
Cc1cccc2c1/C(=C\C1CCCCC1)C(=O)N2Cc1ccccc1,Cc1cccc2c1C(CC1CCCCC1)C(=O)N2Cc1ccccc1,0.84,1.63783,-0.50675,0.7249173034,10.41869735,4.605275568,6.195102566
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.84,1.649215,-0.48689,0.7164554603,10.64262069,4.496498916,10.05450602
COC(=O)C1=COc2ccccc2O1,COC(=O)[C@H]1COc2ccccc2O1,0.84,1.501515,-0.44731,0.7191401882,14.69292651,2.107873527,9.613760996
C=C1C(=O)NCCc2cc(OC)c(OC)cc21,COc1cc2c(cc1OC)[C@H](C)C(=O)NCC2,0.84,1.4999,-0.44416,0.8636204808,8.669365204,3.729795062,7.828675842
C/C(=C\c1ccccc1)CO,C[C@@H](CO)Cc1ccccc1,0.84,1.41525,-0.47113,0.7924606318,10.44617522,4.18081611,7.655332452
CCCCNC(=O)/C(C)=C/c1ccccc1,CCCCNC(=O)C(C)Cc1ccccc1,0.84,1.59716,-0.51035,0.7089195863,7.384723863,3.040962448,9.138544163
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,0.84,1.63371,-0.50053,0.8118244502,9.06175882,3.097359195,9.789699884
C/C(=C\c1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,0.84,1.37262,-0.38884,0.7754728848,10.7708306,2.168747921,7.185980866
CON(C)C(=O)/C=C(\C)c1ccccc1,CON(C)C(=O)C[C@H](C)c1ccccc1,0.84,1.62999,-0.50067,0.751164741,9.995395354,3.874665775,7.58505778
C=C(C(=O)O)c1ccccc1,C[C@H](C(=O)O)c1ccccc1,0.84,1.52534,-0.45633,0.6725505498,7.30823264,3.151412306,10.01600271
COc1ccccc1-c1ccc(/C=C2\CC(=O)N(Cc3ccccc3)C2=O)cc1,COc1ccccc1-c1ccc(C[C@H]2CC(=O)N(Cc3ccccc3)C2=O)cc1,0.84,1.63783,-0.50675,0.7249173034,10.41869735,4.605275568,6.195102566
COC(=O)/C(=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(Cl)cc1)NC(C)=O,0.84,1.83794,-0.498655,0.7993733694,8.607707286,2.453289252,8.7448593
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,0.84,1.68871,-0.515965,0.6106795099,11.44793481,3.128614742,8.180087908
C/C=C(/C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.84,1.98497,-0.57353,0.6658532892,8.734601406,4.103823243,8.693686372
C=C(CO)c1ccccc1,C[C@H](CO)c1ccccc1,0.84,1.99717,-0.56493,0.7168805908,8.722960132,2.71239566,10.36470903
C=C(NC(C)=O)c1ccc(OC)cc1,COc1ccc([C@@H](C)NC(C)=O)cc1,0.84,1.5405,-0.493865,0.600418142,6.971185436,3.986657284,6.87204384
CC(C)(C)OC(=O)N1CCCC(Cc2ccccc2)=CC1=O,CC(C)(C)OC(=O)N1CCC[C+](Cc2ccccc2)CC1=O,0.84,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
CC(=O)NC1=C(C)COCC1,CC(=O)N[C@H]1CCOC[C@H]1C,0.84,1.48505,-0.45918,0.8076197354,7.943055095,4.654564499,12.01270029
C/C(=C\c1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,0.84,1.97514,-0.58738,0.7103929836,9.886517838,2.532668433,11.8749485
C=C(NC(C)=O)C(=O)O,CC(=O)N[C@@H](C)C(=O)O,0.84,1.538885,-0.44919,0.7052040626,8.271343802,3.66575173,7.759757571
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,0.84,2.05324,-0.54486,0.5420704435,8.920203989,3.123084556,9.072996626
C/C=C(/C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,0.84,1.29082,-0.38631,0.7102124488,7.846326643,2.812545398,9.936417801
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.84,1.65102,-0.479745,0.7476938129,9.570547352,4.491717517,7.318868445
CCOC(=O)C1=C(NC(C)=O)CCCC1,CCOC(=O)[C@@H]1CCCC[C@@H]1NC(C)=O,0.84,1.48505,-0.45918,0.8076197354,7.943055095,4.654564499,12.01270029
CC(=O)/C=C(/c1ccccc1)C(F)(F)F,CC(=O)CC(c1ccccc1)C(F)(F)F,0.84,1.05464,-0.5521,0.6983845043,9.287136137,5.068636829,9.424313393
COC(=O)C(NC(C)=O)=C1CCCCC1,COC(=O)[C@H](NC(C)=O)C1CCCCC1,0.84,1.53045,-0.473995,0.6326756429,8.311166874,3.452442628,6.364577208
COc1ccc(C(C)=C(C)C)cc1,COc1ccc(C(C)C(C)C)cc1,0.84,1.75796,-0.52898,0.7684320257,10.13980997,3.626737359,8.175828422
COC(=O)/C(=C\[N+](=O)[O-])c1ccccc1,COC(=O)C(C[N+](=O)[O-])c1ccccc1,0.84,1.59851,-0.51574,0.7376653932,8.910945634,2.09691966,7.323667406
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.84,1.804905,-0.50631,0.8680057305,9.139720784,3.500509143,10.35583495
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.84,1.514455,-0.46971,0.5902324823,9.055134888,4.381836284,9.378985602
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,0.84,1.88793,-0.53748,0.7502795378,9.147801796,5.472527655,8.586947551
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,0.84,0.95597,-0.44089,0.7871202944,8.31484046,5.002869047,10.2967405
CCOC(=O)/C(C)=C(\C)C(=O)OCC,CCOC(=O)C(C)C(C)C(=O)OCC,0.84,1.68783,-0.50378,0.8165824171,9.970337296,3.819734094,12.6964227
C=C(CCCCCC)B1OC(C)(C)C(C)(C)O1,CCCCCC[C@@H](C)B1OC(C)(C)C(C)(C)O1,0.84,1.52587,-0.46293,0.7654561126,12.91026183,4.556722923,7.915490986
CCOC(=O)/C=C(/NC(C)=O)c1ccccc1,CCOC(=O)C[C@@H](NC(C)=O)c1ccccc1,0.84,1.825035,-0.500355,0.750809495,7.264439647,2.808914669,8.079662484
COc1ccc(/C(C)=C/c2ccccc2)cc1,COc1ccc([C@@H](C)Cc2ccccc2)cc1,0.84,1.59108,-0.50864,0.8073169027,11.22336069,2.040878797,7.491677475
CC(=O)N/C(=C\c1ccccc1)C(=O)O,CC(=O)N[C@H](Cc1ccccc1)C(=O)O,0.84,1.742475,-0.507975,0.8321841223,9.135750959,2.275746264,8.265332571
C=C1c2ccccc2CCN1C(C)=O,CC(=O)N1CCc2ccccc2C1C,0.84,1.52505,-0.46078,0.6116171264,8.974662097,3.888081811,7.135170039
C=C(NC(C)=O)C(=O)OC,COC(=O)C(C)NC(C)=O,0.84,1.79129,-0.56673,0.7782449683,7.253180682,3.384273282,8.070806618
CC/C(=C\C(=O)OC)NC(C)=O,CC[C@H](CC(=O)OC)NC(C)=O,0.84,1.490105,-0.439095,0.7856585445,7.323238076,2.021608647,8.204432712
C/C=C(/C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.84,1.9924,-0.57083,0.6482482296,11.93063354,3.720441043,7.913147769
CC/C(=C\C(C)=O)c1ccccc1,CCC(CC(C)=O)c1ccccc1,0.84,1.05464,-0.5521,0.6983845043,9.287136137,5.068636829,9.424313393
C/C=C(\NC(C)=O)C(=O)OC,CC[C@@H](NC(C)=O)C(=O)OC,0.84,1.81852,-0.488435,0.8021279817,7.620839758,2.818690518,8.693570208
CC(=O)N/C(=C/C#N)c1ccc2ccccc2c1,CC(=O)NC(CC#N)c1ccc2ccccc2c1,0.84,1.522825,-0.470795,0.6363562244,9.283497453,3.534725792,6.938908946
CC(=O)NC1=CCCc2ccccc21,CC(=O)N[C@H]1CCCc2ccccc21,0.84,2.446505,N/A,0.8307922568,7.779326691,2.286830807,10.77400164
CC1=CCCN(S(=O)(=O)c2ccc(C)cc2)C1,Cc1ccc(S(=O)(=O)N2CCCC(C)C2)cc1,0.84,1.60906,-0.5142,0.7031890608,8.904006191,2.634779755,9.357467825
CC1=CCCc2ccccc21,C[C@@H]1CCCc2ccccc21,0.84,1.75459,-0.51916,0.6874242918,9.033234265,2.362694218,6.906283965
