Reactant,product,ee,nbo_charge,bond_energy,Vbur,L,B1,B5
COc1ccc(/C=C(\OC(=O)c2ccccc2)P(=O)(OC)OC)cc1,COc1ccc(CC(OC(=O)c2ccccc2)P(=O)(OC)OC)cc1,1,1.660625,-0.522285,0.6515619176,9.837806669,3.569835762,8.609417757
C=C(NC(C)=O)c1ccc2ccccc2c1,CC(=O)N[C@H](C)c1ccc2ccccc2c1,1,1.522825,-0.470795,0.6363562244,9.283497453,3.534725792,6.938908946
CO/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)O,CO[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O,1,1.6228,-0.49493,0.7303158777,10.21388909,3.546088835,10.51236583
COC(=O)/C(=C/c1ccc2ccccc2c1)NC(C)=O,COC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O,1,1.522825,-0.470795,0.6363562244,9.283497453,3.534725792,6.938908946
CO/C=C(\OC(=O)c1ccccc1)P(=O)(OC)OC,COCC(OC(=O)c1ccccc1)P(=O)(OC)OC,1,1.660625,-0.522285,0.6515619176,9.837806669,3.569835762,8.609417757
COC(=O)/C(=C/c1ccc(F)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(F)cc1)NC(C)=O,1,1.486675,-0.444365,0.7218889769,11.50616514,3.658182778,6.978065174
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,1,1.522825,-0.470795,0.6363562244,9.283497453,3.534725792,6.938908946
C=C(NC(C)=O)c1cccc(C)c1,CC(=O)N[C@@H](C)c1cccc(C)c1,1,1.486675,-0.444365,0.7218889769,11.50616514,3.658182778,6.978065174
COC(=O)/C(=C/c1ccccc1F)NC(C)=O,COC(=O)[C@H](Cc1ccccc1F)NC(C)=O,1,1.486675,-0.444365,0.7218889769,11.50616514,3.658182778,6.978065174
COCCCOc1cc(/C=C(/C(=O)O)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](C(=O)O)C(C)C)ccc1OC,1,0.504705,-0.43774,0.864878401,12.13728857,5.025277787,10.59980632
CO/C(=C\c1ccc(C)cc1)C(=O)O,CO[C@@H](Cc1ccc(C)cc1)C(=O)O,1,1.6228,-0.49493,0.7303158777,10.21388909,3.546088835,10.51236583
COC(=O)/C(=C/c1cccs1)NC(C)=O,COC(=O)[C@H](Cc1cccs1)NC(C)=O,1,1.486675,-0.444365,0.7218889769,11.50616514,3.658182778,6.978065174
COC(=O)/C(=C/c1ccc(F)cc1)NC(=O)c1ccccc1,COC(=O)[C@@H](Cc1ccc(F)cc1)NC(=O)c1ccccc1,1,1.852705,-0.515385,0.6795273481,7.612394894,2.698485779,10.79966821
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,1,1.66349,-0.50434,0.6871738725,9.817832258,3.090516591,8.204834796
COC(=O)/C=C(\C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,1,1.522825,-0.470795,0.6363562244,9.283497453,3.534725792,6.938908946
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,1,1.532035,-0.4655,0.6448005963,8.337692894,3.489708362,6.976480209
COC(=O)/C(=C/c1ccc(-c2ccc3ccccc3c2)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(-c2ccc3ccccc3c2)cc1)NC(C)=O,1,1.486675,-0.444365,0.7218889769,11.50616514,3.658182778,6.978065174
CCC/C(=C\C(=O)OCC)NC(C)=O,CCC[C@H](CC(=O)OCC)NC(C)=O,1,1.52527,-0.468885,0.6591618524,7.26422468,3.417781681,6.960463413
COC(=O)/C(=C/c1ccc(Cl)cc1)CC(=O)O,COC(=O)[C@H](CC(=O)O)Cc1ccc(Cl)cc1,1,1.514145,-0.465045,0.6589172568,5.229702973,2.084324177,6.747879825
COP(=O)(OC)/C(=C/c1ccc(Cl)cc1)OC(=O)c1ccccc1,COP(=O)(OC)C(Cc1ccc(Cl)cc1)OC(=O)c1ccccc1,1,1.660625,-0.522285,0.6515619176,9.837806669,3.569835762,8.609417757
CCOC(=O)/C=C(\Cc1ccccc1)P(=O)(OCC)OCC,CCOC(=O)CC(Cc1ccccc1)P(=O)(OCC)OCC,1,1.69298,-0.5145,0.6905807398,8.36477452,2.634392033,7.862790535
C/C=C(\OC(=O)c1ccccc1)P(=O)(OC)OC,CCC(OC(=O)c1ccccc1)P(=O)(OC)OC,1,1.660625,-0.522285,0.6515619176,9.837806669,3.569835762,8.609417757
CC(=O)N/C(=C\c1cccnc1)C(=O)O,CC(=O)N[C@@H](Cc1cccnc1)C(=O)O,1,1.486675,-0.444365,0.7218889769,11.50616514,3.658182778,6.978065174
COP(=O)(OC)/C(=C/c1ccc(F)cc1)OC(=O)c1ccccc1,COP(=O)(OC)C(Cc1ccc(F)cc1)OC(=O)c1ccccc1,1,1.660625,-0.522285,0.6515619176,9.837806669,3.569835762,8.609417757
C=C(NC(C)=O)c1ccc(C(F)(F)F)cc1,CC(=O)N[C@H](C)c1ccc(C(F)(F)F)cc1,1,1.852705,-0.515385,0.6795273481,7.612394894,2.698485779,10.79966821
COP(=O)(OC)/C(=C/c1ccc(Br)cc1)OC(=O)c1ccccc1,COP(=O)(OC)C(Cc1ccc(Br)cc1)OC(=O)c1ccccc1,1,1.660625,-0.522285,0.6515619176,9.837806669,3.569835762,8.609417757
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,1,1.82946,-0.51167,0.8443440179,8.87793396,3.895418697,7.982748504
O=C(O)/C(=C/c1ccccc1)Oc1ccccc1,O=C(O)[C@H](Cc1ccccc1)Oc1ccccc1,1,1.6177,-0.49298,0.7291220183,8.915081542,3.515328942,11.62153315
COC(=O)/C=C(/NC(C)=O)C(C)C,COC(=O)C[C@H](NC(C)=O)C(C)C,1,1.79633,-0.52915,0.9649121785,13.21226676,2.71331064,9.606764456
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,1,1.532035,-0.4655,0.6448005963,8.337692894,3.489708362,6.976480209
C=C(CC(=O)OC)C(=O)O,COC(=O)C[C@@H](C)C(=O)O,1,1.571683333,-0.483075,0.6370783638,9.061491119,2.863799559,13.75451773
COC(=O)/C(=C/C1CC1)NC(C)=O,COC(=O)[C@@H](CC1CC1)NC(C)=O,1,1.530035,-0.471975,0.6396058517,6.503487815,2.939213083,9.048513328
COC(=O)/C(=C/c1ccc(OC)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1OC)NC(C)=O,1,1.68393,-0.48441,0.6606352497,10.51479609,3.162726996,11.10256075
CO/C(=C\c1cccc(OC)c1)C(=O)O,COc1cccc(C[C@H](OC)C(=O)O)c1,1,1.6228,-0.49493,0.7303158777,10.21388909,3.546088835,10.51236583
COc1cccc(/C=C(\OC(=O)c2ccccc2)P(=O)(OC)OC)c1,COc1cccc(CC(OC(=O)c2ccccc2)P(=O)(OC)OC)c1,1,1.660625,-0.522285,0.6515619176,9.837806669,3.569835762,8.609417757
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,1,1.532035,-0.4655,0.6448005963,8.337692894,3.489708362,6.976480209
C=C(NC(C)=O)c1ccc(Cl)cc1,CC(=O)N[C@@H](C)c1ccc(Cl)cc1,1,1.777765,-0.50577,0.7899273202,11.64569407,4.188768222,8.699255529
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,1,1.51714,-0.44944,0.7869572307,7.696790819,5.072018338,9.504904779
COC(=O)NC1=CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,COC(=O)N[C@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,1,1.479445,-0.432395,0.7693172288,9.37401324,5.220302929,10.13561611
COC(=O)/C(=C/c1ccc(-c2ccccc2)cc1)NC(C)=O,COC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(C)=O,1,1.486675,-0.444365,0.7218889769,11.50616514,3.658182778,6.978065174
C=C(NC(=O)OC(C)(C)C)C(=O)OC,COC(=O)[C@H](C)NC(=O)OC(C)(C)C,1,1.486675,-0.444365,0.7218889769,11.50616514,3.658182778,6.978065174
CC(=O)N/C(C)=C\C(=O)c1cccc(C)c1,CC(=O)NC(C)CC(=O)c1cccc(C)c1,0.99,1.530035,-0.471975,0.6396058517,6.503487815,2.939213083,9.048513328
CC(=O)N/C(C)=C\C(=O)c1ccccc1,CC(=O)N[C@@H](C)CC(=O)c1ccccc1,0.99,1.532035,-0.4655,0.6448005963,8.337692894,3.489708362,6.976480209
COC(=O)/C=C(\NC(C)=O)c1ccccc1,COC(=O)C[C@@H](NC(C)=O)c1ccccc1,0.99,1.184535,N/A,0.6803601379,7.82133681,3.142030778,11.33513206
COC1=CCC=C(CC(C)C)C1,CO[C@H]1CCC[C@H](CC(C)C)C1,0.99,1.60416,-0.5092,0.6879775438,11.50139507,2.329242789,7.955838896
CCC/C(=C\c1ccccc1)C(C)=O,CCC[C@@H](Cc1ccccc1)C(C)=O,0.99,1.59413,-0.51538,0.6819267145,10.56419582,4.152529154,6.786855223
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,0.99,1.59144,-0.50975,0.7019427879,9.248328988,3.948814857,8.674290328
CCOC(=O)/C=C(\Sc1ccc(C)cc1)c1ccccc1,CCOC(=O)C[C@@H](Sc1ccc(C)cc1)c1ccccc1,0.99,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
CC(C)(C)OC(=O)C(=O)N/C(=C\C1CC1)C(=O)OCc1ccccc1,CC(C)(C)OC(=O)C(=O)N[C@@H](CC1CC1)C(=O)OCc1ccccc1,0.99,1.569605,-0.459375,0.7041790906,7.232112887,3.508674774,10.6343122
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.99,1.505515,-0.448125,0.6953561778,10.23004294,2.00129216,7.710064369
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,0.99,1.72998,-0.52184,0.7008246366,8.421753705,5.111715577,8.204613526
CCOC(=O)/C=C(/c1ccc(OC)cc1)[Si](CC)(CC)CC,CCOC(=O)C[C@H](c1ccc(OC)cc1)[Si](CC)(CC)CC,0.99,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
CCOP(=O)(/C=C(\C)c1cccc(C)c1)OCC,CCOP(=O)(CC(C)c1cccc(C)c1)OCC,0.99,1.79476,-0.49404,0.9720869829,7.804869632,3.441700025,7.966541725
CCS(=O)(=O)/C(C)=C/C(=O)c1ccccc1,CCS(=O)(=O)[C@H](C)CC(=O)c1ccccc1,0.99,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
[H]/C=C(\NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,0.99,1.545855,-0.46585,0.6288145266,7.990809332,3.065519668,5.999780433
C=C(NC(C)=O)C(=O)O,CC(=O)N[C@H](C)C(=O)O,0.99,2.446505,N/A,0.8307922568,7.779326691,2.286830807,10.77400164
CCOC(=O)/C(NC(C)=O)=C(\OC(C)=O)c1ccc(F)cc1,CCOC(=O)[C@@H](NC(C)=O)[C@H](OC(C)=O)c1ccc(F)cc1,0.99,1.530035,-0.471975,0.6396058517,6.503487815,2.939213083,9.048513328
CC1(C)CC(/C(=C\c2ccccc2)c2ccccc2)CC1(C)C,CC1(C)CC(C(Cc2ccccc2)c2ccccc2)CC1(C)C,0.99,1.77854,-0.52845,0.7406820723,8.814332899,2.338647891,8.131684671
COc1cccc2c1CCC(NC(C)=O)=C2,COc1cccc2c1CC[C@@H](NC(C)=O)C2,0.99,1.99041,-0.55722,0.8038226798,11.07896079,2.963181601,8.805621201
C/C=C(\NC(C)=O)C(=O)OC,CC[C@H](NC(C)=O)C(=O)OC,0.99,1.74199,-0.48651,0.7931187104,5.929083694,1.850314601,7.08137478
CC(C)(C)c1coc(=O)[nH]1,CC(C)(C)[C@H]1COC(=O)N1,0.99,1.67506,-0.55544,0.9083640048,8.69589782,4.534234463,9.127586055
COC(=O)/C(=C/c1cccc(F)c1)NC(C)=O,COC(=O)[C@@H](Cc1cccc(F)c1)NC(C)=O,0.99,1.649215,-0.48689,0.7164554603,10.64262069,4.496498916,10.05450602
CCOC(=O)/C(F)=C(\Nc1ccccc1F)c1ccccc1,CCOC(=O)[C@@H](F)[C@H](Nc1ccccc1F)c1ccccc1,0.99,1.287435,-0.47747,0.8174093832,9.250238571,5.573321162,10.28900909
O=S1(=O)C=C(c2ccccc2)c2ccccc21,O=S1(=O)C[C@H](c2ccccc2)c2ccccc21,0.99,1.528125,-0.45837,0.7880812057,14.24420014,5.070952163,10.5921224
C=C(NC(C)=O)C1=CCOc2ccccc21,CC(=O)N[C@@H](C)C1=CCOc2ccccc21,0.99,1.822625,-0.515995,0.6352555442,7.176668595,2.326696417,8.960295683
C/C(=C\c1ccc(-c2ccco2)cc1)C(=O)n1nc(C)cc1C,Cc1cc(C)n(C(=O)[C@H](C)Cc2ccc(-c3ccco3)cc2)n1,0.99,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
Cc1ccc(-c2coc(=O)[nH]2)cc1,Cc1ccc([C@H]2COC(=O)N2)cc1,0.99,1.67506,-0.55544,0.9083640048,8.69589782,4.534234463,9.127586055
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,0.99,1.697285,-0.642855,0.664752609,7.600622866,3.504381301,5.496098348
COC(=O)C1=COc2ccc(OC)cc2O1,COC(=O)[C@H]1COc2ccc(OC)cc2O1,0.99,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
C/C=C(\C)C(=O)OCc1ccccc1,CC[C@H](C)C(=O)OCc1ccccc1,0.99,1.72788,-0.50478,0.7819022549,7.225914716,4.970599518,6.733345385
CC(=O)N/C(=C\[N+](=O)[O-])c1ccccc1C,CC(=O)N[C@H](C[N+](=O)[O-])c1ccccc1C,0.99,1.19096,N/A,0.6865682072,7.833005809,3.01067753,11.17080395
COC(=O)/C(=C/c1ccc(OC)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(OC)cc1)NC(C)=O,0.99,1.424431667,N/A,0.9470392285,9.776756568,4.884463988,11.87405553
COC(=O)/C=C(\C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,0.99,1.821685,-0.52885,0.924320956,12.62385529,2.523556823,9.311125818
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.99,1.65354,-0.470445,0.6219658498,7.600622866,3.504381301,5.496098348
COP(=O)(/C=C(/NC(C)=O)c1ccc(C)cc1)OC,COP(=O)(CC(NC(C)=O)c1ccc(C)cc1)OC,0.99,1.4602575,-0.42149,0.8998148062,7.882349662,4.931697592,9.772140446
COC(=O)C1=COc2cc(Cl)c(Cl)cc2O1,COC(=O)[C@H]1COc2cc(Cl)c(Cl)cc2O1,0.99,1.528125,-0.45837,0.7880812057,14.24420014,5.070952163,10.5921224
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,0.99,2.07003,-0.54657,0.4902045285,8.817700772,3.953374407,9.025929197
CC/C=C(\NC(C)=O)c1ccccc1,CCC[C@@H](NC(C)=O)c1ccccc1,0.99,1.73128,-0.497835,0.8976425643,7.491897034,3.425046568,7.15558135
COC(=O)/C(=C/C=C/c1ccco1)NC(C)=O,COC(=O)[C@@H](C/C=C/c1ccco1)NC(C)=O,0.99,1.514145,-0.465045,0.6589172568,5.229702973,2.084324177,6.747879825
COC(=O)/C(=C/c1ccccc1)CNC(C)=O,COC(=O)[C@@H](CNC(C)=O)Cc1ccccc1,0.99,1.88226,-0.482555,0.9615227823,9.578431267,1.52,12.32995857
COC(=O)/C=C(\NC(C)=O)c1ccc(Br)cc1,COC(=O)C[C@@H](NC(C)=O)c1ccc(Br)cc1,0.99,1.184535,N/A,0.6803601379,7.82133681,3.142030778,11.33513206
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.99,1.649215,-0.48689,0.7164554603,10.64262069,4.496498916,10.05450602
CCOC(=O)/C=C(/c1ccc(Cl)cc1)[Si](CC)(CC)CC,CCOC(=O)C[C@H](c1ccc(Cl)cc1)[Si](CC)(CC)CC,0.99,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
CCOC(=O)/C(C)=C(\C(=O)OCc1ccccc1)c1ccccc1,CCOC(=O)C(C)C(C(=O)OCc1ccccc1)c1ccccc1,0.99,1.68783,-0.50378,0.8165824171,9.970337296,3.819734094,12.6964227
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,0.99,1.88226,-0.482555,0.9615227823,9.578431267,1.52,12.32995857
COC(=O)/C(=C/c1ccc(Cl)c(Cl)c1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)c(Cl)c1)NC(C)=O,0.99,2.446505,N/A,0.8307922568,7.779326691,2.286830807,10.77400164
O=c1[nH]c(-c2ccc(F)cc2)co1,O=C1N[C@@H](c2ccc(F)cc2)CO1,0.99,1.67506,-0.55544,0.9083640048,8.69589782,4.534234463,9.127586055
COC(=O)/C(F)=C(\NC(=O)c1ccccc1)c1ccccc1,COC(=O)[C@H](F)[C@@H](NC(=O)c1ccccc1)c1ccccc1,0.99,1.184535,N/A,0.6803601379,7.82133681,3.142030778,11.33513206
C/C=C(\C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,0.99,1.91901,-0.56731,0.7562313641,9.195068461,4.217202421,9.727118451
CC(=O)N/C(=C\c1cccc(F)c1)C(=O)O,CC(=O)N[C@H](Cc1cccc(F)c1)C(=O)O,0.99,1.532035,-0.4655,0.6448005963,8.337692894,3.489708362,6.976480209
COC(=O)/C(=C/c1ccccc1)CNC(C)=O,COC(=O)[C@@H](CNC(C)=O)Cc1ccccc1,0.99,1.8807,-0.48341,0.9117184588,14.45725583,1.7,12.44118384
C=C(CC(=O)OC)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,0.99,1.686345,-0.49035,0.7044120388,10.76762904,3.847006502,8.350765342
Cc1ccccc1C1=Cc2ccccc2S1(=O)=O,Cc1ccccc1C1Cc2ccccc2S1(=O)=O,0.99,1.77896,-0.52884,0.7395872158,8.410807306,3.663996786,8.725581657
CC(=O)NC1=CCOc2ccccc21,CC(=O)N[C@@H]1CCOc2ccccc21,0.99,1.803355,-0.48531,0.7119187943,8.721081735,2.864647421,9.100617877
COP(=O)(OC)/C(=C/c1ccc([N+](=O)[O-])cc1)OC(=O)c1ccccc1,COP(=O)(OC)C(Cc1ccc([N+](=O)[O-])cc1)OC(=O)c1ccccc1,0.99,1.560625,-0.47559,0.6785547894,8.609057483,4.066448449,10.73151123
O=c1[nH]c(-c2ccccc2)co1,O=C1N[C@@H](c2ccccc2)CO1,0.99,1.67506,-0.55544,0.9083640048,8.69589782,4.534234463,9.127586055
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,0.99,1.686345,-0.49035,0.7044120388,10.76762904,3.847006502,8.350765342
C=C(CCCC)c1c(OC)cccc1C(=O)O,CCCCC(C)c1c(OC)cccc1C(=O)O,0.99,1.53661,-0.45094,0.7488876724,10.08209287,2.647625967,11.46428731
CCOC(=O)/C(F)=C(\C(=O)OCC)c1ccc2ccccc2c1,CCOC(=O)[C@@H](F)[C@H](C(=O)OCC)c1ccc2ccccc2c1,0.99,1.68192,-0.5092,0.7169446515,7.3346209,3.780563499,7.531958216
c1ccc2c3c([nH]c2c1)CCCCC3,c1ccc2c(c1)N[C@@H]1CCCCC[C@H]21,0.99,0.019815,-0.538795,0.687913483,7.32860583,4.312569149,7.760747757
CC(=O)N/C(=C/Cc1ccccc1)c1ccccc1,CC(=O)N[C@H](CCc1ccccc1)c1ccccc1,0.99,1.513475,-0.456305,0.6869234532,12.01538448,2.533127005,7.23805829
C/C(=C\c1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,0.99,1.462535,-0.452135,0.8413855758,11.40184626,4.240124158,6.411335026
CC(=O)N/C(=C\c1ccccc1)C(=O)O,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.99,1.538885,-0.44919,0.7052040626,8.271343802,3.66575173,7.759757571
C=C(NC(C)=O)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,0.99,1.486675,-0.444365,0.7218889769,11.50616514,3.658182778,6.978065174
Cl.OCC1=C(F)CN(Cc2ccccc2)CC1,OC[C@H]1CCN(Cc2ccccc2)C[C@H]1F,0.99,1.50426,-0.45048,0.7555907566,7.490832175,4.169850098,9.782025796
C=C(NC(C)=O)c1ccc2ccccc2c1,CC(=O)N[C@H](C)c1ccc2ccccc2c1,0.99,1.513475,-0.456305,0.6869234532,12.01538448,2.533127005,7.23805829
C/C(=C\C(=O)c1cccc(F)c1)C(=O)O,C[C@H](CC(=O)c1cccc(F)c1)C(=O)O,0.99,1.525255,-0.438165,0.7270021897,8.25529121,5.077292466,10.34152513
COC(=O)/C(=C/c1ccc([N+](=O)[O-])cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc([N+](=O)[O-])cc1)NC(C)=O,0.99,1.649215,-0.48689,0.7164554603,10.64262069,4.496498916,10.05450602
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.99,1.28326,-0.4854,0.6366474096,9.28279786,2.541042532,11.96852055
C=C(NC(C)=O)c1ccc(C(F)(F)F)cc1,CC(=O)N[C@H](C)c1ccc(C(F)(F)F)cc1,0.99,1.68393,-0.48441,0.6606352497,10.51479609,3.162726996,11.10256075
CO/C(=C\c1ccccc1)C(=O)O,CO[C@@H](Cc1ccccc1)C(=O)O,0.99,1.6177,-0.49298,0.7291220183,8.915081542,3.515328942,11.62153315
C=C(NC(C)=O)c1ccc(C(F)(F)F)cc1,CC(=O)N[C@H](C)c1ccc(C(F)(F)F)cc1,0.99,0.83569,-0.494975,0.9096510436,8.171067803,3.072778446,9.305374429
CC/C=C(/NC(C)=O)c1ccccc1,CCC[C@H](NC(C)=O)c1ccccc1,0.99,1.486675,-0.444365,0.7218889769,11.50616514,3.658182778,6.978065174
C1=C(c2ccccc2)Oc2ccccc2C1,c1ccc([C@H]2CCc3ccccc3O2)cc1,0.99,1.71824,-0.51282,0.7031308237,8.327855548,3.932523387,9.668912629
C=C(CC)c1ccccc1,CC[C@H](C)c1ccccc1,0.99,1.36384,-0.37832,0.6921880824,9.778820167,2.980260905,7.317017251
COC(=O)/C(=C/c1ccc2ccccc2c1)NC(C)=O,COC(=O)[C@H](Cc1ccc2ccccc2c1)NC(C)=O,0.99,1.49587,-0.46195,0.786951407,8.550469254,4.560232861,10.07529483
COC1=CCc2[nH]ccc2C1,CO[C@H]1CCc2[nH]ccc2C1,0.99,1.60416,-0.5092,0.6879775438,11.50139507,2.329242789,7.955838896
C/C(=C\[N+](=O)[O-])c1ccc2ccccc2c1,C[C@@H](C[N+](=O)[O-])c1ccc2ccccc2c1,0.99,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
COC(=O)CC/C(=C\S(=O)(=O)c1ccc(C)cc1)c1ccccc1,COC(=O)CC[C@H](CS(=O)(=O)c1ccc(C)cc1)c1ccccc1,0.99,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
C=C(NC(C)=O)C(=O)O,CC(=O)N[C@H](C)C(=O)O,0.99,1.649215,-0.48689,0.7164554603,10.64262069,4.496498916,10.05450602
C=C(c1ccccn1)C(C)(C)C,CC(c1ccccn1)C(C)(C)C,0.99,1.91901,-0.56731,0.7562313641,9.195068461,4.217202421,9.727118451
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.99,0.58786,-0.453155,0.7695035874,8.617241859,4.487948379,9.778697402
COC(=O)/C(=C/c1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,0.99,1.82178,-0.49425,0.9050561405,10.50941198,3.984728975,10.4480112
COP(=O)(/C=C(/C)OC(=O)c1ccccc1)OC,COP(=O)(C[C@@H](C)OC(=O)c1ccccc1)OC,0.99,1.688095,-0.491895,0.7966362281,9.517541606,3.9466101,8.623996414
COC(=O)C1=C(NC(C)=O)CCC1,COC(=O)[C@H]1CCC[C@H]1NC(C)=O,0.99,1.505575,-0.5707,0.7911270034,8.540020549,5.110262074,9.417502463
CC(=O)N/C(=C\c1ccccc1)C(=O)O,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.99,1.5697,-0.4582,0.7054836004,10.49339297,5.087028763,10.97158758
CCOC(=O)/C=C(\C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,0.99,1.99607,-0.56682,0.6847628587,8.109931323,2.686160976,9.518451783
CC(C)=CCC/C(C)=C\CC/C(C)=C\CO,CC(C)=CCC[C@@H](C)CCC[C@H](C)CCO,0.99,1.74853,-0.52346,0.7500815319,7.240194561,2.173563832,8.642659755
C=C(CCCC)c1ccco1,CCCCC(C)c1ccco1,0.99,1.9829,-0.56566,0.7013953597,10.15834763,3.742152747,8.795825495
C=C(NC(C)=O)C(=O)OC,COC(=O)[C@@H](C)NC(C)=O,0.99,1.545855,-0.46585,0.6288145266,7.990809332,3.065519668,5.999780433
CCOC(=O)/C(NC(C)=O)=C(\OC(C)=O)c1ccccc1F,CCOC(=O)[C@@H](NC(C)=O)[C@H](OC(C)=O)c1ccccc1F,0.99,1.530035,-0.471975,0.6396058517,6.503487815,2.939213083,9.048513328
COC(=O)/C(=C/C=C/c1ccccc1C)NC(C)=O,COC(=O)[C@@H](C/C=C/c1ccccc1C)NC(C)=O,0.99,1.514145,-0.465045,0.6589172568,5.229702973,2.084324177,6.747879825
CCOC(=O)/C=C1\Nc2ccc(C)cc2OC1=O,CCOC(=O)C[C@H]1Nc2ccc(C)cc2OC1=O,0.99,1.47873,-0.426445,0.7323017611,11.85567912,3.604984491,11.99494478
O=C1/C(=C/c2ccccc2)CCc2ccccc21,O=C1c2ccccc2CC[C@H]1Cc1ccccc1,0.99,1.59413,-0.51538,0.6819267145,10.56419582,4.152529154,6.786855223
COc1ccc(-c2coc(=O)[nH]2)cc1,COc1ccc([C@H]2COC(=O)N2)cc1,0.99,1.67506,-0.55544,0.9083640048,8.69589782,4.534234463,9.127586055
CC/C=C(/NC(C)=O)c1ccccc1,CCC[C@H](NC(C)=O)c1ccccc1,0.99,1.772905,-0.49445,0.8738643776,8.022991494,3.938254681,9.276934917
CCOC(=O)/C=C(/c1cccc(OC)c1)[Si](CC)(CC)CC,CCOC(=O)C[C@H](c1cccc(OC)c1)[Si](CC)(CC)CC,0.99,1.502525,-0.4527,0.7492196236,9.250238571,5.573321162,10.28900909
COC(=O)/C(=C/c1ccc(Cl)cc1)NC(C)=O,COC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(C)=O,0.99,1.852705,-0.515385,0.6795273481,7.612394894,2.698485779,10.79966821
C=C(CCCC)c1ccccc1C(=O)O,CCCCC(C)c1ccccc1C(=O)O,0.99,1.53661,-0.45094,0.7488876724,10.08209287,2.647625967,11.46428731
O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,0.99,1.63783,-0.50675,0.7249173034,10.41869735,4.605275568,6.195102566
